id,text,amr,ground_truth,response_final,pred,response_final_amr,pred_amr,label_direct,label_amr,did_llm_failed,helpfulness
logic_test_0249,"Brandon: We should have tastier lunches!
Jaylen: Don't listen to him! He's a terrible person! I saw him trip another student and steal his lunch money!","(m3 / multi-sentence~15
    :snt1 (s / say-01~1
        :ARG0 (p / person~0
            :name (n / name~0
                :op1 ""Brandon""~0))
        :ARG1 (r / recommend-01~3
            :ARG1 (h / have-03~4
                :ARG0 (w / we~2)
                :ARG1 (l2 / lunch~6
                    :ARG1-of (h2 / have-degree-91~5
                        :ARG2 (n3 / nice-01~5
                            :ARG1 l2)
                        :ARG3 (m2 / more~5))))))
    :snt2 (s2 / say-01~9
        :ARG0 (p2 / person~8
            :name (n2 / name~8
                :op1 ""Jaylen""~8))
        :ARG1 (l / listen-01~12
            :ARG0 (y / you~10)
            :ARG1 (h3 / he~14)
            :mode imperative~10
            :polarity -~11))
    :snt3 (t / terrible-01~19
        :ARG1 (h4 / he~16))
    :snt4 (s3 / see-01~23
        :ARG0 (i / i~22)
        :ARG1 (a / and~28
            :op1 (t2 / trip-03~25
                :ARG0 (h5 / he~24)
                :ARG1 (p3 / person~27
                    :ARG0-of (s5 / study-01~27)
                    :mod (a2 / another~26)))
            :op2 (s4 / steal-01~29
                :ARG0 h5
                :ARG1 (m / money~32
                    :purpose (l3 / lunch~31)
                    :poss p3)
                :ARG2 p3))))
",ad hominem,The fallacy present in the text is Ad Hominem.,ad hominem,The fallacy type present in the text is Ad Hominem.,ad hominem,1,1,0,0
logic_test_0250,We know the virus started in a lab because it's too deadly to have just been the result of basic circumstance. But it hasn't been as deadly for China which proves that it's lab-made. Because it's deadly.,"(m2 / multi-sentence~22
    :snt1 (k4 / know-01~1
        :ARG0 (w / we~0)
        :ARG1 (s / start-01~4
            :ARG1 (v / virus~3)
            :location (l / lab~7))
        :ARG1-of (c / cause-01~8
            :ARG0 (h / have-degree-91~11
                :ARG1 v
                :ARG2 (k / kill-01~12
                    :ARG0 v)
                :ARG3 (t / too~11)
                :ARG6 (r / result-01~18
                    :ARG1 (c3 / circumstance~21
                        :mod (b / basic~20))
                    :ARG2 v
                    :mod (j / just~15)))))
    :snt2 (c4 / contrast-01~23
        :ARG2 (h2 / have-degree-91~28
            :ARG0-of (p / prove-01~33
                :ARG1 (m / make-01~39
                    :ARG1 (i / it~24)
                    :manner (l2 / lab~37)))
            :ARG1 i
            :ARG2 (k2 / kill-01~29
                :ARG0 i
                :ARG1 (c5 / country~31
                    :name (n / name~31
                        :op1 ""China""~31)))
            :ARG3 (e / equal~28)
            :polarity -~26))
    :snt3 (c2 / cause-01~41
        :ARG0 (k3 / kill-01~44
            :ARG0 (i2 / it~42))))
",circular reasoning,"The fallacy present in the text is a combination of two fallacies: 1) False Causality and 2) Circular Claim.

1) False Causality: The text assumes that",circular reasoning,The fallacy type present in the text is False Causality.,false causality,1,0,0,-1
logic_test_0251,"""Jews are lice; They cause typhus (Painful/deadly disease).""","(a / and~4
    :op1 (l / lice~3
        :domain (p2 / person~1
            :mod (r / religious-group~1
                :name (n / name~1
                    :op1 ""Jew""~1))))
    :op2 (c / cause-01~6
        :ARG0 p2
        :ARG1 (d2 / disease~7
            :name (n2 / name~7
                :op1 ""typhus""~7)
            :ARG1-of (m / mean-01~10
                :ARG2 (d4 / disease~12
                    :mod (d / die-01~11
                        :ARG2 (d3 / disease~12
                            :ARG0-of (p / pain-01~9))))))))
",appeal to emotion,"The fallacy type present in the text is ""Ad Hominem.""",ad hominem,"The fallacy type present in the text is Ad Hominem. Ad Hominem is a fallacy in which an argument is attacked by criticizing the person making the argument, rather than addressing the argument itself. In this case, the text attacks Jews as being ""lice"" and blames them for causing typhus, which is a form of personal attack rather than addressing any valid argument or evidence.",ad hominem,0,0,1,0
logic_test_0252,"""We must legalize weed, it is tearing families apart."" Response: ""But look at all those druggies getting arrested, they are obviously criminals.""","(m / multi-sentence~11
    :snt1 (o / obligate-01~2
        :ARG1 (w / we~1)
        :ARG1-of (c / cause-01~5
            :ARG0 (t / tear-01~8
                :ARG0 (l / legalize-01~3
                    :ARG0 w
                    :ARG1 (w2 / weed~4))
                :ARG1 (f / family~9)
                :mod (a2 / apart~10)))
        :ARG2 l)
    :snt2 (r / respond-01~13
        :ARG2 (c3 / contrast-01~16
            :ARG2 (l2 / look-01~17
                :ARG0 (y / you~17)
                :ARG1 (a3 / arrest-01~23
                    :ARG1 (p / person~21
                        :ARG1-of (d / drug-01~21)
                        :mod (t2 / that~20)
                        :mod (a / all~19)))
                :ARG1-of (c2 / cause-01~24
                    :ARG0 (c4 / criminal-03~28
                        :ARG1-of (o2 / obvious-01~27)
                        :ARG2 p))))))
",fallacy of relevance,The fallacy present in the text is an Ad Hominem fallacy.,ad hominem,The fallacy type present in the text is an Appeal to Emotion.,appeal to emotion,0,0,1,0
logic_test_0253,"""Judge Danforth in the play, 'The Crucible,' offers Proctor two choice: you are either with this court or against it"" IS an example of this fallacy.","(e / exemplify-01~29
    :ARG0 (o / offer-01~12
        :ARG0 (p / person~2
            :name (n / name~2
                :op1 ""Danforth""~2)
            :ARG0-of (j / judge-01~1))
        :ARG1 (t / thing~14
            :quant 2~14
            :ARG1-of (c / choose-01~15
                :ARG0 (p2 / person~2
                    :name (n3 / name~13
                        :op1 ""Proctor""~13)))
            :domain (o3 / or~23
                :op1 (a / agree-01~20
                    :ARG0 p2
                    :ARG1 (c2 / court~22
                        :mod (t2 / this~21)))
                :op2 (o2 / oppose-01~24
                    :ARG0 p2
                    :ARG1 c2)))
        :ARG3 p2
        :medium (p3 / play~5
            :name (n2 / name~8
                :op1 ""The""~8
                :op2 ""Crucible""~9)))
    :ARG1 (f / fallacy~32
        :mod (t3 / this~31)))
",false dilemma,The fallacy type present in the text is False Dilemma.,false dilemma,The fallacy type present in the text is False Dilemma.,false dilemma,1,1,0,0
logic_test_0254,"The makers of Sugarette Candy Drinks point to research showing that of the five countries where Sugarette drinks sell the most units, three of them are in the top ten healthiest countries on Earth, therefore Sugarette drinks are healthy.","(p3 / point-01~6
    :ARG0 (p / person~1
        :ARG0-of (m / make-01~1
            :ARG1 (p4 / product~5
                :name (n / name~3
                    :op1 ""Sugarette""~3
                    :op2 ""Candy""~4)
                :ARG1-of (d / drink-01~5))))
    :ARG2 (r / research-01~8
        :ARG0-of (s2 / show-01~9))
    :rel (i2 / include-91~24
        :ARG2 (c2 / country~14
            :quant 3~23
            :ARG1-of (i / include-91~11
                :ARG2 (c3 / country~14
                    :quant 5~13
                    :ARG2-of (s / sell-01~18
                        :ARG1 (u / unit~21
                            :ARG1-of (h2 / have-quant-91~20
                                :ARG3 (m2 / most~20)))))
                :ARG2 (c4 / country~32
                    :quant 10~30
                    :ARG0-of (c / cause-01~36
                        :ARG1 (h3 / health~40
                            :domain p4))
                    :ARG1-of (h / have-degree-91~31
                        :ARG2 (h4 / healthy~31)
                        :ARG3 (m3 / most~31)
                        :ARG5 (c5 / country~32
                            :location (p2 / planet~34
                                :name (n2 / name~34
                                    :op1 ""Earth""~34))))
                    :mod (t / top~29)))
            :ARG1-of i2)))
",intentional,The fallacy present in the text is Faulty Generalization.,faulty generalization,The fallacy type present in the text is Faulty Generalization.,faulty generalization,0,0,1,0
logic_test_0255,All chess players are geniuses.,"(g / genius~4
    :domain (p / person~2
        :ARG0-of (p2 / play-01~2
            :ARG1 (c / chess~1))
        :mod (a / all~0)))
",faulty generalization,The fallacy type present in the text is Faulty Generalization.,faulty generalization,"The fallacy type present in the text is ""Faulty Generalization"". This is because the statement ""All chess players are geniuses"" makes a sweeping generalization by assuming that every single chess",faulty generalization,1,1,0,0
logic_test_0256,"The claim that because somebody famous supports an idea, the idea must be right. This fallacy is often used in advertising.","(m / multi-sentence~15
    :snt1 (c2 / claim-01~1
        :ARG1 (c / cause-01~3
            :ARG0 (s2 / support-01~6
                :ARG0 (s / somebody~4
                    :ARG1-of (f2 / fame-01~5))
                :ARG1 (i / idea~8))
            :ARG1 (i2 / infer-01~12
                :ARG1 (r / right-02~14
                    :ARG1 i))))
    :snt2 (u / use-01~20
        :ARG1 (f / fallacy~17
            :mod (t / this~16))
        :ARG2 (a / advertise-01~22)
        :frequency (o / often~19)))
",fallacy of credibility,"The fallacy type present in the text is ""Ad Populum.""",ad populum,"The fallacy type present in the text is ""Ad Populum."" This fallacy occurs when someone argues that a claim must be true or valid because a large number of people believe it or because it",ad populum,0,0,1,0
logic_test_0257,"”You can start a family early, or build financial stability for a better family life in the future.”","(p / possible-01~1
    :ARG1 (o / or~7
        :op1 (s2 / start-01~2
            :ARG0 (y / you~0)
            :ARG1 (f / family~4)
            :time (e / early~5))
        :op2 (b / build-01~8
            :purpose (l / life~15
                :ARG1-of (h / have-degree-91~13
                    :ARG2 (g / good-02~13
                        :ARG1 l)
                    :ARG3 (m / more~13))
                :mod (f2 / family~14)
                :time (f4 / future~18))
            :ARG0 y
            :ARG1 (s / stable-03~10
                :ARG1 y
                :mod (f3 / finance~9)))))
",false dilemma,The fallacy type present in the text is False Dilemma.,false dilemma,The fallacy type present in the text is False Dilemma.,false dilemma,1,1,0,0
logic_test_0258,SM 1: Second World War discussion,"(a / and~2
    :op1 (p / product~0
        :name (n / name~0
            :op1 ""SM""~0
            :op2 1~1))
    :op2 (d / discuss-01~6
        :ARG1 (w / war~5
            :name (n2 / name~3
                :op1 ""Second""~3
                :op2 ""World""~4
                :op3 ""War""~5))))
",fallacy of extension,"Based on the given text ""SM 1: Second World War discussion,"" it is not possible to determine the type of logical fallacy present. The text does not contain any specific argument or claim that",,"Based on the given text and its AMR, it is not possible to determine the presence of any logical fallacy. The text simply mentions a discussion about the Second World War, and the AMR",,0,0,1,0
logic_test_0259,It’s cold on a summer day. Global warming is a hoax.,"(m / multi-sentence~6
    :snt1 (c / cold-01~1
        :time (d2 / day~5
            :mod (d / date-entity~4
                :season (s / summer~4))))
    :snt2 (h / hoax-01~11
        :ARG2 (w / warm-01~8
            :ARG1 (g / globe~7))))
",false causality,"The fallacy present in the text is a Faulty Generalization. The statement ""It's cold on a summer day"" is a specific observation that is being used to make a general claim that """,faulty generalization,"The fallacy type present in the text is a Faulty Generalization. The statement ""It's cold on a summer day. Global warming is a hoax"" makes a generalization about global warming based",faulty generalization,0,0,1,0
